EmployeeNumber,Age,Gender,MaritalStatus,Attrition,Department,EducationField,Education,DistanceFromHome,BusinessTravel,Over18,EmployeeCount,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Tenure_Band,NumCompaniesWorked
546,52,Female,Married,No,Product & Engineering,Biological Sciences,2,4,Occasional Travel,Y,1,31,5,2,1,4,3-5 yrs,2
1394,37,Male,Married,No,Product & Engineering,Biological Sciences,1,4,Occasional Travel,Y,1,8,6,4,1,3,6-10 yrs,7
690,29,Female,Married,No,Business Development,Medical Sciences,2,3,Occasional Travel,Y,1,6,6,0,1,2,6-10 yrs,1
1683,44,Female,Divorced,No,People Operations,Biological Sciences,3,1,Occasional Travel,Y,1,8,2,2,2,2,0-2 yrs,4
684,45,Female,Married,Yes,Business Development,Biological Sciences,4,26,Frequent Travel,Y,1,5,1,1,0,0,0-2 yrs,2
1399,25,Male,Married,No,Business Development,Biological Sciences,1,18,Occasional Travel,Y,1,6,3,2,1,2,3-5 yrs,2
467,47,Male,Single,No,Business Development,Medical Sciences,1,4,Frequent Travel,Y,1,5,0,0,0,0,0-2 yrs,3
515,37,Female,Divorced,No,Product & Engineering,Biological Sciences,3,14,Occasional Travel,Y,1,18,18,7,12,17,10+ yrs,1
1,41,Female,Single,Yes,Business Development,Biological Sciences,2,1,Occasional Travel,Y,1,8,6,4,0,5,6-10 yrs,8
482,57,Male,Married,No,Product & Engineering,Medical Sciences,4,1,Occasional Travel,Y,1,15,3,2,1,2,3-5 yrs,2
1156,18,Male,Single,Yes,Product & Engineering,Medical Sciences,1,8,No Travel,Y,1,0,0,0,0,0,0-2 yrs,1
1955,32,Female,Divorced,No,Product & Engineering,Medical Sciences,4,15,No Travel,Y,1,9,5,1,1,2,3-5 yrs,5
641,26,Male,Married,No,Business Development,Marketing & Communications,2,28,Occasional Travel,Y,1,6,5,3,1,4,3-5 yrs,1
1758,33,Female,Single,Yes,Business Development,Biological Sciences,3,16,Occasional Travel,Y,1,11,0,0,0,0,0-2 yrs,2
75,35,Female,Married,No,Product & Engineering,Medical Sciences,4,23,Occasional Travel,Y,1,4,2,2,2,2,0-2 yrs,3
882,32,Male,Divorced,No,Product & Engineering,Biological Sciences,3,1,No Travel,Y,1,4,3,0,0,2,3-5 yrs,0
1797,35,Male,Single,Yes,Business Development,Biological Sciences,3,27,Occasional Travel,Y,1,10,10,7,7,7,6-10 yrs,1
1458,39,Female,Single,Yes,Product & Engineering,Biological Sciences,3,2,No Travel,Y,1,11,1,0,0,0,0-2 yrs,2
1360,58,Female,Married,Yes,Product & Engineering,Medical Sciences,4,7,Occasional Travel,Y,1,31,10,9,5,9,6-10 yrs,7
238,36,Male,Single,No,Product & Engineering,Medical Sciences,2,3,Frequent Travel,Y,1,13,8,7,7,2,6-10 yrs,4
604,31,Male,Single,No,Business Development,Biological Sciences,1,2,Occasional Travel,Y,1,10,6,5,0,5,6-10 yrs,4
164,26,Female,Married,No,Product & Engineering,General Studies,3,6,Occasional Travel,Y,1,5,5,4,4,3,3-5 yrs,1
1310,39,Male,Single,Yes,Product & Engineering,Medical Sciences,3,23,Occasional Travel,Y,1,6,5,2,0,3,3-5 yrs,0
725,27,Female,Married,No,Product & Engineering,Biological Sciences,2,1,Occasional Travel,Y,1,9,9,7,0,7,6-10 yrs,1
1200,44,Male,Single,Yes,Product & Engineering,Biological Sciences,4,10,Occasional Travel,Y,1,6,6,4,0,2,6-10 yrs,1
996,45,Female,Divorced,No,Product & Engineering,Medical Sciences,4,1,Occasional Travel,Y,1,8,5,3,0,2,3-5 yrs,3
119,40,Male,Married,No,Product & Engineering,Biological Sciences,4,1,Frequent Travel,Y,1,22,22,3,11,11,10+ yrs,1
2000,47,Female,Married,No,Product & Engineering,Medical Sciences,1,1,No Travel,Y,1,14,13,8,5,12,10+ yrs,0
247,34,Female,Single,No,Product & Engineering,Medical Sciences,2,27,Occasional Travel,Y,1,9,3,2,1,2,3-5 yrs,2
1225,44,Male,Single,No,Product & Engineering,General Studies,4,29,Occasional Travel,Y,1,20,20,11,13,17,10+ yrs,1
1362,36,Female,Married,No,Business Development,Marketing & Communications,3,7,Frequent Travel,Y,1,17,15,7,6,13,10+ yrs,2
1094,27,Male,Married,No,Product & Engineering,Biological Sciences,5,8,No Travel,Y,1,3,3,2,1,2,3-5 yrs,1
554,24,Female,Single,Yes,Business Development,Applied Technology,1,1,Occasional Travel,Y,1,6,5,3,1,4,3-5 yrs,1
343,39,Female,Single,No,Product & Engineering,Applied Technology,4,2,Frequent Travel,Y,1,20,19,6,11,8,10+ yrs,0
90,36,Male,Married,Yes,Product & Engineering,Medical Sciences,3,9,Occasional Travel,Y,1,2,1,0,0,0,0-2 yrs,0
1115,34,Male,Married,No,Product & Engineering,Biological Sciences,4,3,No Travel,Y,1,6,0,0,0,0,0-2 yrs,3
174,50,Female,Single,No,Business Development,Marketing & Communications,3,12,Frequent Travel,Y,1,16,2,2,2,1,0-2 yrs,4
410,41,Male,Single,No,Business Development,Biological Sciences,4,2,Occasional Travel,Y,1,22,22,10,0,4,10+ yrs,1
1389,31,Male,Married,Yes,Product & Engineering,Medical Sciences,4,22,Occasional Travel,Y,1,10,10,2,6,7,6-10 yrs,1
444,39,Male,Married,No,Product & Engineering,Medical Sciences,2,7,Frequent Travel,Y,1,21,21,9,13,3,10+ yrs,1
2020,44,Male,Single,No,Product & Engineering,Medical Sciences,3,1,Occasional Travel,Y,1,6,4,3,1,2,3-5 yrs,6
1545,33,Male,Single,No,Product & Engineering,Biological Sciences,3,25,Occasional Travel,Y,1,5,5,3,0,2,3-5 yrs,1
677,33,Male,Divorced,No,Business Development,Marketing & Communications,4,8,Occasional Travel,Y,1,6,5,0,1,2,3-5 yrs,0
2018,25,Female,Divorced,No,Business Development,General Studies,2,8,Occasional Travel,Y,1,6,5,3,0,4,3-5 yrs,0
1161,37,Female,Divorced,No,Product & Engineering,Medical Sciences,2,25,Occasional Travel,Y,1,9,6,2,1,3,6-10 yrs,7
486,37,Female,Married,No,Product & Engineering,Medical Sciences,3,10,Occasional Travel,Y,1,17,5,4,0,3,3-5 yrs,6
667,27,Male,Divorced,Yes,Business Development,Marketing & Communications,1,2,Occasional Travel,Y,1,5,4,3,0,2,3-5 yrs,0
1992,25,Male,Divorced,No,Product & Engineering,General Studies,1,2,Occasional Travel,Y,1,7,2,2,0,2,0-2 yrs,6
456,30,Female,Divorced,No,Business Development,Marketing & Communications,3,5,Occasional Travel,Y,1,10,10,9,1,2,6-10 yrs,1
565,29,Female,Married,Yes,Product & Engineering,Applied Technology,5,25,Occasional Travel,Y,1,6,2,2,1,1,0-2 yrs,5
224,27,Male,Divorced,No,Product & Engineering,Medical Sciences,3,3,No Travel,Y,1,1,1,1,0,1,0-2 yrs,1
36,44,Female,Married,No,Product & Engineering,Medical Sciences,4,7,Occasional Travel,Y,1,24,22,6,5,17,10+ yrs,3
705,23,Male,Married,No,Product & Engineering,Medical Sciences,3,4,Occasional Travel,Y,1,5,3,2,0,2,3-5 yrs,2
262,43,Male,Divorced,No,Product & Engineering,Medical Sciences,3,7,No Travel,Y,1,7,5,4,2,2,3-5 yrs,4
1299,29,Female,Divorced,Yes,Product & Engineering,Applied Technology,3,7,Occasional Travel,Y,1,10,7,7,7,7,6-10 yrs,3
1870,27,Female,Married,No,Product & Engineering,Biological Sciences,3,15,Frequent Travel,Y,1,8,7,6,7,3,6-10 yrs,0
1869,46,Female,Married,Yes,Business Development,Biological Sciences,3,10,Occasional Travel,Y,1,14,8,7,0,7,6-10 yrs,5
231,32,Male,Single,No,Product & Engineering,Biological Sciences,5,6,Occasional Travel,Y,1,8,5,4,1,4,3-5 yrs,3
228,30,Female,Married,No,Business Development,Biological Sciences,3,5,Occasional Travel,Y,1,12,10,9,7,4,6-10 yrs,2
904,37,Male,Single,No,Business Development,Medical Sciences,2,19,No Travel,Y,1,10,10,0,0,9,6-10 yrs,1
239,30,Male,Divorced,No,Product & Engineering,Medical Sciences,3,9,No Travel,Y,1,12,12,9,6,10,10+ yrs,1
709,38,Female,Single,No,Business Development,Marketing & Communications,4,7,Occasional Travel,Y,1,8,7,7,0,5,6-10 yrs,0
1670,33,Male,Divorced,No,Business Development,Medical Sciences,4,2,Occasional Travel,Y,1,6,6,2,0,4,6-10 yrs,1
1630,35,Female,Married,No,Product & Engineering,Biological Sciences,4,8,No Travel,Y,1,15,14,11,2,9,10+ yrs,1
1275,26,Male,Single,No,Product & Engineering,Biological Sciences,2,4,Occasional Travel,Y,1,8,8,5,2,2,6-10 yrs,1
663,43,Male,Divorced,No,Product & Engineering,Medical Sciences,5,9,Frequent Travel,Y,1,10,8,7,4,7,6-10 yrs,3
96,32,Male,Married,No,Product & Engineering,Biological Sciences,3,1,Occasional Travel,Y,1,10,10,4,0,9,6-10 yrs,1
1721,31,Male,Married,No,Product & Engineering,Biological Sciences,4,2,Occasional Travel,Y,1,6,5,2,0,3,3-5 yrs,1
813,52,Female,Married,No,Product & Engineering,Biological Sciences,4,11,Occasional Travel,Y,1,9,5,2,1,4,3-5 yrs,8
1039,44,Female,Married,No,Business Development,Medical Sciences,3,28,Occasional Travel,Y,1,23,12,11,11,11,10+ yrs,3
912,29,Female,Divorced,No,Product & Engineering,Medical Sciences,1,7,Occasional Travel,Y,1,8,4,3,0,3,3-5 yrs,6
1175,28,Female,Married,Yes,Product & Engineering,Biological Sciences,1,12,Occasional Travel,Y,1,1,1,1,0,0,0-2 yrs,1
325,33,Male,Married,Yes,Product & Engineering,Medical Sciences,3,14,Occasional Travel,Y,1,8,5,4,0,4,3-5 yrs,5
1017,30,Female,Single,Yes,Product & Engineering,Medical Sciences,3,5,Frequent Travel,Y,1,4,3,2,1,2,3-5 yrs,0
297,30,Female,Single,Yes,Product & Engineering,Applied Technology,3,3,Occasional Travel,Y,1,8,5,2,0,4,3-5 yrs,5
221,28,Male,Married,No,Product & Engineering,Medical Sciences,3,21,Occasional Travel,Y,1,5,5,2,0,2,3-5 yrs,1
175,31,Female,Married,Yes,Business Development,Biological Sciences,3,20,Occasional Travel,Y,1,4,2,2,2,2,0-2 yrs,3
2021,21,Male,Single,No,Business Development,Medical Sciences,1,5,Occasional Travel,Y,1,2,2,2,1,2,0-2 yrs,1
306,37,Male,Divorced,No,Product & Engineering,General Studies,3,11,Frequent Travel,Y,1,10,10,8,0,7,6-10 yrs,1
1687,38,Female,Married,No,Product & Engineering,Medical Sciences,2,4,Occasional Travel,Y,1,7,0,0,0,0,0-2 yrs,7
1303,25,Female,Single,No,Product & Engineering,Medical Sciences,3,1,Occasional Travel,Y,1,2,2,2,2,1,0-2 yrs,1
252,33,Female,Married,No,Product & Engineering,Medical Sciences,3,14,Occasional Travel,Y,1,8,8,7,1,6,6-10 yrs,1
54,27,Female,Divorced,No,Product & Engineering,Biological Sciences,4,2,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
966,32,Female,Married,No,Product & Engineering,Medical Sciences,4,3,Occasional Travel,Y,1,8,8,7,6,3,6-10 yrs,1
143,25,Male,Married,No,Product & Engineering,Medical Sciences,1,7,Occasional Travel,Y,1,2,2,2,2,1,0-2 yrs,1
51,36,Female,Married,No,Product & Engineering,Biological Sciences,4,5,Occasional Travel,Y,1,6,1,1,0,0,0-2 yrs,9
787,55,Male,Married,Yes,Product & Engineering,Medical Sciences,3,2,Occasional Travel,Y,1,24,5,2,1,4,3-5 yrs,5
1854,42,Male,Married,No,Product & Engineering,Applied Technology,4,10,No Travel,Y,1,10,6,3,3,3,6-10 yrs,3
1878,22,Male,Single,Yes,Product & Engineering,Biological Sciences,1,7,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1989,30,Male,Married,No,Product & Engineering,Medical Sciences,2,1,Occasional Travel,Y,1,12,12,8,1,7,10+ yrs,1
652,35,Male,Single,No,Product & Engineering,General Studies,2,25,Occasional Travel,Y,1,9,3,2,0,2,3-5 yrs,4
630,52,Male,Divorced,No,Product & Engineering,Applied Technology,2,6,Occasional Travel,Y,1,18,10,9,6,9,6-10 yrs,3
1245,54,Female,Divorced,No,Product & Engineering,Biological Sciences,4,1,Frequent Travel,Y,1,33,5,4,1,4,3-5 yrs,7
1319,52,Male,Single,Yes,Business Development,Biological Sciences,3,5,Occasional Travel,Y,1,10,8,7,7,7,6-10 yrs,9
31,34,Male,Single,Yes,Product & Engineering,Medical Sciences,1,6,Occasional Travel,Y,1,8,4,2,1,3,3-5 yrs,2
1973,55,Male,Married,No,People Operations,HR Studies,4,26,Occasional Travel,Y,1,35,10,9,1,4,6-10 yrs,4
1408,42,Female,Married,No,People Operations,HR Studies,3,10,Occasional Travel,Y,1,21,20,7,0,9,10+ yrs,0
88,35,Male,Married,No,Product & Engineering,Medical Sciences,3,1,Frequent Travel,Y,1,5,3,2,1,2,3-5 yrs,4
1239,40,Female,Divorced,No,Business Development,Applied Technology,3,10,Occasional Travel,Y,1,7,5,1,1,3,3-5 yrs,7
1736,31,Female,Single,No,Product & Engineering,Applied Technology,1,24,Frequent Travel,Y,1,9,5,4,1,4,3-5 yrs,2
488,41,Male,Single,Yes,Business Development,Marketing & Communications,3,4,Frequent Travel,Y,1,8,8,7,7,7,6-10 yrs,1
686,26,Female,Married,No,Product & Engineering,Biological Sciences,3,6,Occasional Travel,Y,1,3,3,2,0,2,3-5 yrs,1
1190,32,Female,Divorced,No,Business Development,Biological Sciences,1,2,No Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1805,38,Male,Divorced,No,People Operations,HR Studies,3,2,No Travel,Y,1,13,11,10,3,8,10+ yrs,5
511,22,Female,Married,No,Product & Engineering,Medical Sciences,3,11,Occasional Travel,Y,1,2,2,1,1,2,0-2 yrs,1
1019,22,Male,Married,No,Product & Engineering,Biological Sciences,1,8,Occasional Travel,Y,1,4,4,3,1,1,3-5 yrs,1
1001,27,Female,Married,No,Product & Engineering,Applied Technology,4,16,Occasional Travel,Y,1,4,2,2,2,2,0-2 yrs,9
1835,38,Female,Married,No,Business Development,Marketing & Communications,4,2,Occasional Travel,Y,1,20,4,2,0,3,3-5 yrs,2
611,29,Male,Divorced,No,Product & Engineering,Applied Technology,3,19,Occasional Travel,Y,1,8,3,2,1,2,3-5 yrs,4
364,28,Male,Single,Yes,Product & Engineering,Biological Sciences,4,2,Occasional Travel,Y,1,5,0,0,0,0,0-2 yrs,2
98,31,Female,Single,No,Product & Engineering,Biological Sciences,4,8,Occasional Travel,Y,1,11,11,7,1,8,10+ yrs,1
1278,55,Male,Divorced,No,Product & Engineering,Medical Sciences,1,8,No Travel,Y,1,34,33,9,15,0,10+ yrs,1
321,59,Male,Married,No,People Operations,Medical Sciences,2,6,Occasional Travel,Y,1,7,2,2,2,2,0-2 yrs,8
595,48,Female,Married,No,Business Development,Marketing & Communications,5,2,Occasional Travel,Y,1,14,9,7,6,7,6-10 yrs,2
525,43,Male,Married,No,Product & Engineering,Medical Sciences,3,21,Frequent Travel,Y,1,8,3,2,1,2,3-5 yrs,7
845,35,Male,Single,No,Product & Engineering,General Studies,3,7,Occasional Travel,Y,1,17,8,5,1,6,6-10 yrs,3
242,33,Male,Single,No,Product & Engineering,Biological Sciences,3,2,Occasional Travel,Y,1,4,3,1,0,2,3-5 yrs,0
23,53,Female,Married,No,Business Development,Biological Sciences,4,2,Occasional Travel,Y,1,31,25,8,3,7,10+ yrs,2
1801,46,Male,Single,No,Business Development,Biological Sciences,2,26,No Travel,Y,1,6,2,2,2,2,0-2 yrs,8
1461,31,Female,Single,No,People Operations,Medical Sciences,2,8,Occasional Travel,Y,1,8,3,2,0,2,3-5 yrs,9
461,38,Male,Divorced,No,Product & Engineering,Biological Sciences,2,15,Occasional Travel,Y,1,12,11,10,2,9,10+ yrs,0
1424,55,Male,Divorced,No,Product & Engineering,Medical Sciences,4,1,Occasional Travel,Y,1,31,7,7,0,0,6-10 yrs,2
1233,60,Male,Divorced,No,Business Development,Marketing & Communications,4,7,Occasional Travel,Y,1,12,11,7,1,9,10+ yrs,0
825,58,Male,Single,Yes,Product & Engineering,Biological Sciences,4,2,Occasional Travel,Y,1,40,31,15,13,8,10+ yrs,7
79,38,Female,Single,No,Product & Engineering,Biological Sciences,5,29,Frequent Travel,Y,1,10,10,3,9,9,6-10 yrs,1
1732,46,Male,Divorced,No,Business Development,Biological Sciences,3,2,Occasional Travel,Y,1,13,10,6,0,3,6-10 yrs,4
377,28,Male,Married,No,Product & Engineering,Medical Sciences,3,9,Occasional Travel,Y,1,5,5,2,0,4,3-5 yrs,1
2032,56,Male,Married,Yes,Product & Engineering,Applied Technology,2,7,Occasional Travel,Y,1,14,10,9,9,8,6-10 yrs,8
1220,33,Female,Married,No,Business Development,Medical Sciences,3,25,Frequent Travel,Y,1,10,10,7,0,1,6-10 yrs,1
1552,40,Male,Divorced,No,Product & Engineering,Biological Sciences,2,8,No Travel,Y,1,8,2,2,2,2,0-2 yrs,3
1944,27,Female,Married,Yes,People Operations,HR Studies,3,22,Frequent Travel,Y,1,1,1,0,0,0,0-2 yrs,1
384,26,Female,Divorced,No,Product & Engineering,Biological Sciences,3,1,Frequent Travel,Y,1,6,6,5,1,4,6-10 yrs,1
1804,35,Male,Divorced,No,Product & Engineering,Medical Sciences,2,2,No Travel,Y,1,15,7,7,1,7,6-10 yrs,2
969,33,Female,Single,No,Product & Engineering,Biological Sciences,3,1,Occasional Travel,Y,1,6,5,0,1,4,3-5 yrs,0
492,40,Male,Married,Yes,Business Development,Marketing & Communications,2,22,Occasional Travel,Y,1,8,6,4,1,0,6-10 yrs,2
1905,34,Male,Married,Yes,Product & Engineering,Applied Technology,4,16,No Travel,Y,1,5,5,2,3,0,3-5 yrs,1
47,50,Male,Married,Yes,Business Development,Marketing & Communications,2,3,Occasional Travel,Y,1,3,3,2,0,2,3-5 yrs,1
1022,48,Male,Single,No,Product & Engineering,Biological Sciences,3,6,Occasional Travel,Y,1,19,2,2,2,2,0-2 yrs,2
1830,54,Female,Married,No,Product & Engineering,Medical Sciences,4,7,Occasional Travel,Y,1,14,7,1,1,7,6-10 yrs,4
922,20,Female,Single,Yes,Business Development,Medical Sciences,3,2,Occasional Travel,Y,1,2,2,2,0,2,0-2 yrs,1
1813,43,Male,Single,No,Product & Engineering,Biological Sciences,3,9,No Travel,Y,1,7,3,2,1,2,3-5 yrs,4
1859,29,Male,Divorced,No,Product & Engineering,Biological Sciences,1,29,Occasional Travel,Y,1,11,7,0,1,6,6-10 yrs,8
1374,34,Female,Divorced,No,Product & Engineering,Applied Technology,1,26,No Travel,Y,1,5,5,4,0,0,3-5 yrs,1
752,42,Male,Divorced,Yes,Product & Engineering,Medical Sciences,3,19,Frequent Travel,Y,1,7,2,2,2,2,0-2 yrs,6
1647,27,Female,Married,No,Product & Engineering,Medical Sciences,3,8,Occasional Travel,Y,1,5,3,2,0,2,3-5 yrs,7
959,19,Male,Single,Yes,Business Development,General Studies,3,21,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1026,39,Female,Married,No,Product & Engineering,Biological Sciences,1,1,Occasional Travel,Y,1,21,21,6,11,8,10+ yrs,1
260,27,Female,Single,No,Product & Engineering,Medical Sciences,3,9,Occasional Travel,Y,1,7,7,7,0,3,6-10 yrs,1
1283,59,Male,Single,No,Product & Engineering,Medical Sciences,4,18,Occasional Travel,Y,1,25,9,7,5,4,6-10 yrs,6
613,31,Male,Divorced,No,Business Development,Biological Sciences,3,7,Occasional Travel,Y,1,10,5,4,0,1,3-5 yrs,9
1216,28,Male,Married,No,Product & Engineering,Medical Sciences,4,19,Occasional Travel,Y,1,6,6,5,3,3,6-10 yrs,1
523,34,Female,Married,No,Business Development,Marketing & Communications,4,4,No Travel,Y,1,6,3,2,1,2,3-5 yrs,9
941,31,Male,Married,No,Business Development,Biological Sciences,4,7,Occasional Travel,Y,1,13,7,7,5,2,6-10 yrs,3
1050,53,Female,Married,No,Business Development,Marketing & Communications,3,2,Frequent Travel,Y,1,30,15,7,6,12,10+ yrs,2
2034,41,Female,Married,No,Product & Engineering,Biological Sciences,4,28,Occasional Travel,Y,1,21,20,7,0,10,10+ yrs,0
1013,54,Female,Married,No,Product & Engineering,Applied Technology,3,17,Occasional Travel,Y,1,22,10,7,0,8,6-10 yrs,8
562,30,Male,Married,No,Product & Engineering,Biological Sciences,3,3,No Travel,Y,1,9,5,3,1,4,3-5 yrs,4
499,49,Male,Single,No,Product & Engineering,General Studies,3,7,Occasional Travel,Y,1,26,5,2,0,0,3-5 yrs,8
550,46,Female,Divorced,No,Product & Engineering,Medical Sciences,3,18,Occasional Travel,Y,1,19,10,7,0,8,6-10 yrs,2
97,36,Female,Married,No,Product & Engineering,Biological Sciences,3,6,Occasional Travel,Y,1,5,1,0,0,0,0-2 yrs,3
1939,32,Female,Single,Yes,Product & Engineering,Biological Sciences,2,5,Frequent Travel,Y,1,8,4,1,0,3,3-5 yrs,3
1619,27,Male,Divorced,No,Product & Engineering,General Studies,3,19,Occasional Travel,Y,1,7,7,7,0,7,6-10 yrs,1
679,32,Female,Married,No,Product & Engineering,Biological Sciences,4,9,Occasional Travel,Y,1,6,6,4,0,5,6-10 yrs,1
1150,29,Male,Married,No,Product & Engineering,Medical Sciences,1,8,Occasional Travel,Y,1,10,10,7,1,2,6-10 yrs,1
267,37,Male,Married,No,Product & Engineering,Biological Sciences,3,21,Occasional Travel,Y,1,8,8,7,1,7,6-10 yrs,1
1601,35,Male,Married,No,Product & Engineering,Biological Sciences,2,7,Occasional Travel,Y,1,1,1,0,0,1,0-2 yrs,1
851,51,Female,Married,No,Business Development,Marketing & Communications,4,26,Occasional Travel,Y,1,29,20,6,4,17,10+ yrs,2
151,34,Female,Divorced,No,Product & Engineering,Biological Sciences,4,6,Occasional Travel,Y,1,12,1,0,0,0,0-2 yrs,6
558,40,Female,Married,No,Business Development,Biological Sciences,4,2,Occasional Travel,Y,1,21,20,15,1,12,10+ yrs,0
1972,38,Male,Married,No,People Operations,General Studies,4,1,Frequent Travel,Y,1,7,6,2,1,2,6-10 yrs,0
1363,48,Male,Single,No,Product & Engineering,Biological Sciences,3,4,Occasional Travel,Y,1,11,10,9,0,8,6-10 yrs,1
836,42,Male,Married,No,Product & Engineering,Biological Sciences,3,29,Occasional Travel,Y,1,10,9,8,7,8,6-10 yrs,1
1979,31,Female,Married,No,Product & Engineering,Medical Sciences,3,10,No Travel,Y,1,13,11,7,4,8,10+ yrs,4
118,46,Male,Single,Yes,Business Development,Medical Sciences,2,9,Occasional Travel,Y,1,9,9,8,4,7,6-10 yrs,1
1185,35,Male,Married,No,Product & Engineering,General Studies,4,4,Frequent Travel,Y,1,2,2,2,2,2,0-2 yrs,1
1928,29,Male,Single,Yes,Business Development,Applied Technology,3,24,Frequent Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1976,42,Male,Single,No,Product & Engineering,Biological Sciences,2,23,No Travel,Y,1,20,20,9,3,7,10+ yrs,1
1043,39,Female,Single,No,Product & Engineering,Medical Sciences,3,22,Frequent Travel,Y,1,21,21,6,2,8,10+ yrs,1
675,22,Male,Married,No,Product & Engineering,Medical Sciences,1,6,Occasional Travel,Y,1,3,2,2,2,2,0-2 yrs,0
15,29,Female,Single,No,Product & Engineering,Biological Sciences,2,15,Occasional Travel,Y,1,10,9,5,0,8,6-10 yrs,0
526,43,Female,Divorced,No,Product & Engineering,General Studies,4,8,Occasional Travel,Y,1,8,5,2,0,2,3-5 yrs,4
390,26,Male,Married,No,Product & Engineering,Medical Sciences,2,11,Frequent Travel,Y,1,5,5,3,3,3,3-5 yrs,1
961,31,Female,Married,No,Product & Engineering,Medical Sciences,3,12,Occasional Travel,Y,1,10,9,7,8,5,6-10 yrs,0
1692,32,Male,Single,Yes,Product & Engineering,Biological Sciences,4,2,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1940,38,Male,Divorced,No,Product & Engineering,Biological Sciences,2,9,Occasional Travel,Y,1,10,5,2,0,3,3-5 yrs,2
960,20,Male,Single,Yes,Product & Engineering,Applied Technology,3,4,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1191,56,Female,Divorced,No,Product & Engineering,Applied Technology,4,4,Occasional Travel,Y,1,28,5,2,4,2,3-5 yrs,4
216,34,Female,Married,No,Business Development,Marketing & Communications,4,2,Frequent Travel,Y,1,6,4,3,1,2,3-5 yrs,6
1251,31,Male,Married,No,Product & Engineering,Medical Sciences,2,11,Occasional Travel,Y,1,6,6,5,0,1,6-10 yrs,1
1644,48,Male,Married,No,Product & Engineering,Medical Sciences,5,4,Frequent Travel,Y,1,23,2,2,2,2,0-2 yrs,2
352,40,Male,Divorced,No,Product & Engineering,Medical Sciences,2,2,Occasional Travel,Y,1,22,21,7,3,9,10+ yrs,0
453,40,Male,Married,No,Business Development,Medical Sciences,2,1,Occasional Travel,Y,1,6,4,3,0,2,3-5 yrs,2
1945,35,Male,Married,No,Business Development,Medical Sciences,4,18,Occasional Travel,Y,1,6,5,3,0,4,3-5 yrs,0
1467,34,Female,Married,Yes,People Operations,Applied Technology,4,9,Occasional Travel,Y,1,2,2,2,2,2,0-2 yrs,1
704,35,Male,Married,No,Product & Engineering,Biological Sciences,3,3,No Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1431,34,Male,Divorced,No,Product & Engineering,General Studies,4,1,Frequent Travel,Y,1,10,4,3,1,3,3-5 yrs,5
1066,40,Male,Married,No,Business Development,Marketing & Communications,3,26,Occasional Travel,Y,1,8,7,7,7,5,6-10 yrs,1
1807,34,Male,Married,Yes,Product & Engineering,Biological Sciences,4,9,Frequent Travel,Y,1,11,7,1,0,7,6-10 yrs,4
1052,36,Male,Divorced,Yes,Product & Engineering,General Studies,3,15,Occasional Travel,Y,1,9,1,0,0,0,0-2 yrs,7
1527,46,Female,Married,No,Business Development,Biological Sciences,3,3,Occasional Travel,Y,1,23,13,12,5,1,10+ yrs,8
714,27,Female,Divorced,No,Business Development,Medical Sciences,1,3,Frequent Travel,Y,1,6,6,5,0,4,6-10 yrs,1
28,34,Female,Single,No,Product & Engineering,Biological Sciences,4,7,Occasional Travel,Y,1,13,12,6,2,11,10+ yrs,0
477,42,Male,Single,No,Product & Engineering,General Studies,4,2,Occasional Travel,Y,1,14,1,0,0,0,0-2 yrs,3
1747,30,Female,Divorced,Yes,People Operations,HR Studies,3,8,Frequent Travel,Y,1,6,4,2,1,2,3-5 yrs,6
460,37,Male,Divorced,No,Product & Engineering,Medical Sciences,2,5,Occasional Travel,Y,1,8,6,2,0,4,6-10 yrs,7
578,54,Female,Single,No,Product & Engineering,Biological Sciences,4,8,Occasional Travel,Y,1,19,1,0,0,0,0-2 yrs,7
638,49,Male,Divorced,No,Product & Engineering,Biological Sciences,4,18,Occasional Travel,Y,1,31,31,9,0,9,10+ yrs,1
300,29,Male,Single,Yes,Product & Engineering,Applied Technology,3,1,Occasional Travel,Y,1,7,6,2,1,5,6-10 yrs,0
1273,25,Male,Single,Yes,Business Development,Biological Sciences,1,24,Frequent Travel,Y,1,1,1,0,1,0,0-2 yrs,1
1937,38,Female,Divorced,No,Product & Engineering,Medical Sciences,3,8,Frequent Travel,Y,1,20,20,11,0,7,10+ yrs,1
1425,36,Female,Single,No,Business Development,Marketing & Communications,4,3,Occasional Travel,Y,1,15,5,4,0,1,3-5 yrs,3
2014,39,Male,Single,No,Product & Engineering,Biological Sciences,1,24,Occasional Travel,Y,1,18,7,7,1,7,6-10 yrs,7
124,46,Male,Married,No,Product & Engineering,Medical Sciences,3,1,Frequent Travel,Y,1,21,10,9,9,5,6-10 yrs,2
1422,54,Female,Single,No,Product & Engineering,Medical Sciences,3,1,Occasional Travel,Y,1,29,20,7,12,7,10+ yrs,6
